merchant,time,amount_usd_in_cents
1c4b0ca466,2034-11-05 20:10:09,5342
e062f6746f,2034-04-17 23:44:43,3058
ba672b3bcf,2034-08-07 18:06:30,20954
bdebc6831e,2034-06-29 00:36:21,23939
c7ba9d4168,2034-06-10 21:15:26,4192
642ddfac5f,2034-06-01 20:14:07,7262
d26e4cd2d1,2034-05-15 10:55:48,3188
95360db167,2034-09-20 15:42:58,1501
d70f3676bf,2034-02-12 13:32:01,6357
65e33bdc36,2034-01-21 21:32:02,9562
89eb7cd167,2034-03-30 14:53:15,36387
ffb94e1865,2034-10-17 20:33:23,15558
9578967e70,2034-06-05 01:24:12,18878
2129063584,2034-05-31 01:12:45,56246
74e6e050b9,2034-01-01 17:55:22,6750
48e3fbb72a,2034-10-19 11:34:51,1522
a43b098a71,2034-08-11 00:38:44,9124
02c9bf7fcd,2034-07-08 17:47:22,11847
55a8be24da,2033-03-20 22:27:29,39379
eff0a1ef00,2034-11-27 04:17:58,7203
a3aec6c9f9,2034-07-17 08:08:26,1632
9be04e6fcf,2034-04-04 16:19:10,2935
3e96c45213,2034-03-24 03:29:38,4246
b8a9e64299,2034-05-22 19:01:00,987
53cbaaddf1,2034-03-07 21:47:02,20645
89e2d29885,2034-03-09 17:40:19,523
add04b60b5,2033-12-28 20:00:23,7317
edd389f705,2034-09-09 15:10:11,5410
06fe79e266,2034-11-21 23:03:47,2415
fe1cb2e840,2034-08-16 10:37:02,14216
45f149ff56,2034-07-31 17:48:13,16462
60e47ea329,2034-12-19 02:34:09,3880
681836a496,2034-12-21 14:09:49,2001
e9d9eacb17,2034-11-14 21:27:27,19014
de8bb88342,2034-11-28 06:04:39,5064
47b468a8c4,2034-07-30 00:30:48,19377
6fd0fb64ed,2033-09-26 16:02:36,35051
0fc8467324,2034-03-29 16:20:13,26346
0221b4736b,2033-10-05 12:44:27,4380
8516f122df,2034-04-04 11:13:01,5720
f8b935a1b7,2034-10-17 01:00:23,2334
10f3baa29f,2033-08-05 21:27:58,40123
2e363fb57b,2034-10-26 20:08:10,877
6ff90ee869,2034-10-12 19:45:30,8204
66c04a8911,2034-02-04 19:39:00,23483
e219bfb563,2033-07-10 23:11:18,5312
01cfac2a68,2034-08-30 00:06:26,2637
9224dda31d,2034-09-27 21:02:46,6152
ee0e287095,2033-11-22 23:27:06,7539
66c04a8911,2034-03-21 23:36:36,13364
d32eef7b99,2034-08-23 19:04:45,19197
b11343fa03,2034-12-30 01:10:15,3078
03413dc039,2033-11-21 20:05:32,13166
8d9f148cda,2033-02-04 20:38:11,3318
771205712b,2034-12-19 21:32:36,41303
ffe1f6b51a,2033-12-18 03:20:59,4692
4ec0b84264,2034-03-18 13:39:39,1742
727f440092,2034-09-15 22:11:16,5496
d087d4c321,2034-11-20 00:27:46,12986
a1cc24024b,2034-06-16 03:09:20,4099
64fa9b16be,2034-11-25 23:49:33,7384
b583972b34,2033-11-29 04:11:00,2790
7e696e1b23,2034-03-03 02:06:07,2023
29892bc4f6,2033-12-20 18:21:44,3333
c1fb011b3a,2034-08-08 22:03:06,1243
ccb9a46396,2033-08-10 19:15:47,8632
24e4b8ea11,2034-02-25 19:38:40,8773
4a3ef02b07,2033-12-28 04:06:53,20136
22fc61c69b,2034-05-18 16:01:41,877
b55d6d0313,2034-01-17 04:14:24,4976
1576fcba87,2034-10-04 15:21:33,8805
cad1bf5366,2034-11-11 00:09:21,4460
30cca6e792,2034-07-29 20:11:00,3448
65f0553dfb,2034-12-18 22:09:33,1525
c601286440,2033-07-01 01:31:51,14501
06e69bee48,2033-06-06 03:18:49,86195
36745cc693,2033-07-28 00:02:33,1059
0221b4736b,2033-11-21 18:45:01,8677
da45a35568,2034-03-27 19:41:17,6198
9be52a8ea9,2034-04-25 13:26:15,5388
06e69bee48,2034-07-11 14:34:54,5093
878047f4b9,2033-08-17 19:30:46,1007
3bdf3420f2,2034-12-16 21:34:09,7270
48fd353830,2034-10-29 21:50:33,6163
ba19a6293f,2034-01-29 23:56:20,194868
b76e8d26a4,2034-02-01 15:33:07,1930
e46c51f94e,2034-08-22 20:17:05,54492
00575c7901,2034-10-06 07:04:33,8577
4352e42a26,2034-02-11 00:31:07,29671
85be6b21a9,2034-11-22 18:04:30,21640
3cc77ac046,2034-12-07 03:41:54,11164
4647d230cc,2033-12-08 20:58:29,5631
64a4b88755,2034-02-17 20:51:06,7145
29e5ec8fb5,2033-03-21 13:38:00,117235
6cd6d9f82b,2034-03-16 04:43:56,46759
554a9ad55b,2034-02-16 02:42:11,3559
7618060e05,2034-07-15 16:12:03,32853
42d334dff4,2034-02-19 19:44:12,4466
94e5ae01cd,2033-11-15 19:55:28,5912
06e69bee48,2033-04-24 02:23:36,5328
e1b986a6ee,2034-12-28 14:30:14,4670
b8ed17045f,2034-05-12 19:08:01,721
f591f18a05,2034-03-02 22:20:18,2324
f11205719b,2034-06-27 01:27:54,3335
642ddfac5f,2034-05-12 19:45:49,6377
8dce239d00,2034-10-19 00:58:20,8952
f4d9c65bdf,2033-04-14 15:16:23,5327
55244515a3,2034-11-06 17:14:25,1474
15a27f4bb1,2034-06-30 21:46:46,9641
9b932f027f,2034-11-30 22:33:28,5074
5fec235931,2034-07-21 19:52:15,13226
cad1bf5366,2034-08-17 17:36:14,4247
d54d4f6fc1,2034-10-11 02:17:51,2581
78639fbae7,2033-12-27 03:38:33,24464
6dbf31a1f1,2034-11-04 23:06:35,8187
0b0ea71d37,2034-08-07 01:58:58,6506
bed2f9c0f4,2033-11-06 02:43:48,41267
d5bc2a0791,2034-05-01 15:28:39,5105
8eada3aaeb,2034-08-01 14:09:33,12687
c601286440,2033-07-12 16:40:07,6046
00575c7901,2034-04-23 22:28:22,4724
24e4b8ea11,2034-11-06 01:14:28,15078
67e72af06d,2034-04-22 17:08:41,5089
78639fbae7,2034-03-10 14:03:39,5863
6ad03d3b56,2034-09-23 04:14:47,5871
d7b8a3a6f5,2033-12-19 19:27:59,3606
d15cf44504,2034-12-01 07:38:35,6236
77a7c41fce,2034-07-20 16:51:34,74813
6c9ab35a3c,2034-09-02 19:02:08,5211
5608f200cf,2034-05-28 18:09:34,820
c9fdb196a8,2034-07-21 14:35:45,2698
6229f9d640,2034-07-17 13:20:38,5484
6032e301e1,2033-10-27 10:02:56,2122
5608f200cf,2034-04-27 18:55:57,820
436bc5668d,2033-12-30 16:09:15,21700
dcce344e76,2034-03-13 13:49:42,2149
0ec8bc5759,2034-10-24 21:25:51,13615
fb6a7c1709,2033-08-22 15:24:52,26810
85d883a2c6,2034-03-21 13:13:57,2987
ee57011cd9,2034-03-04 23:17:18,10336
4661df632a,2033-05-24 14:48:16,3753
dd154ded53,2034-06-04 05:07:01,1857
e956443ebf,2033-02-09 18:45:35,17067
cb55dd7aeb,2034-08-26 12:12:12,21006
c5eaa8c154,2034-12-05 00:43:34,26472
0221b4736b,2033-08-24 22:08:38,2867
e73fb0b2c4,2034-01-22 11:50:12,1789
7d28bd59e5,2034-04-21 11:04:14,12178
e53c9543bc,2033-12-30 16:19:47,13329
2b6029b184,2033-09-27 19:16:54,1901
9a950d8600,2034-07-13 17:01:45,6903
07c91f9cc7,2034-02-10 19:02:26,8868
53b3fbeae2,2034-01-24 23:07:55,1633
4647d230cc,2034-03-22 20:59:58,7349
b17f16785a,2034-11-10 17:45:19,13843
7783a876c4,2033-11-08 16:40:03,11561
31cb4b7889,2034-09-14 17:31:14,3588
736b9a31cc,2034-10-01 18:17:17,7889
d087d4c321,2034-12-03 05:47:17,4382
062de5273b,2034-06-22 21:53:04,5583
c171e7bbca,2034-12-01 14:57:12,11177
eae24cd420,2034-09-05 19:58:59,47848
681836a496,2034-07-12 18:03:08,1483
89e2d29885,2034-11-03 17:00:06,293
0a309e574d,2034-05-26 13:58:58,4382
571868db9d,2034-12-05 18:01:01,2053
d087d4c321,2034-08-09 04:50:31,3847
5608f200cf,2033-09-27 04:27:00,753
1a2794e595,2034-11-01 17:41:01,396297
4ec0b84264,2034-09-12 22:35:51,10123
42d334dff4,2033-08-25 15:32:31,3995
00575c7901,2034-07-09 09:34:31,15183
3cf9b3c2cd,2034-09-04 03:16:36,76021
d97812dcf7,2034-05-16 23:53:40,8626
233acf363d,2034-01-31 05:20:09,3484
53b3fbeae2,2034-01-24 16:28:30,2786
33285883bc,2033-07-26 15:48:11,2399
2ec1b5cc93,2034-10-29 19:59:09,2662
782c11bcbe,2033-05-27 00:07:09,2924
a0603e0af3,2034-03-25 14:48:06,14423
53b3fbeae2,2034-01-25 23:58:48,3360
16acd8f383,2034-03-22 14:28:36,1040
7e5d56439b,2034-02-24 02:40:29,13184
5aaf5bb5b8,2034-02-10 23:43:19,19147
b0f8785ddf,2034-10-24 15:04:10,3683
654930c922,2033-01-12 02:27:41,12137
207cc1c4a7,2034-08-21 17:59:04,13880
791688c2b5,2034-09-22 09:53:37,733
5b2135a02b,2034-05-06 23:53:54,9975
f52a617d96,2034-02-15 18:44:47,3531
049fe6e489,2034-03-29 03:23:12,13573
81512d8413,2033-05-24 02:03:14,3259
71c244bd28,2034-05-18 00:55:59,9167
878047f4b9,2033-11-20 21:26:52,3947
65f0553dfb,2033-08-08 17:33:34,1388
d3589849b2,2034-02-09 02:10:42,9558
5fbc3265dd,2033-10-02 01:09:01,9506
4e635012df,2033-10-27 17:58:46,27773
d087d4c321,2034-11-16 01:44:52,4355
c8b03c4062,2033-12-25 21:19:31,24680
fb9f6e8d8f,2034-03-03 17:06:27,10522
9ff8b6fd9b,2034-06-05 22:33:02,3831
3de2d329b1,2034-10-05 18:10:25,2930
678980bfd6,2033-12-13 16:27:25,2662
9653fb2aa0,2034-05-03 16:16:35,5720
64fa9b16be,2033-07-11 22:47:59,1918
eed7256486,2034-05-24 19:55:45,11172
9d1b72571f,2034-01-17 07:23:10,4677
435a012097,2034-08-14 16:59:15,3842
4c88e761da,2034-06-09 00:49:22,6114
d37edd616a,2034-10-10 00:27:02,19374
bc66ddca2c,2034-12-24 13:38:36,5013
71a3c03fc8,2034-05-16 19:12:46,11730
c771af9e6a,2033-05-01 20:37:32,4757
4969480c33,2034-03-04 21:25:13,3402
1774650e0c,2034-06-13 16:23:14,74042
ea7a5360ee,2034-07-25 15:15:33,14288
d503cb6f1c,2034-08-29 17:41:10,58209
5093116f12,2034-05-25 13:48:40,30084
160c77a6ff,2033-03-01 04:31:21,5852
4647d230cc,2034-09-07 23:55:39,5185
07c91f9cc7,2034-04-30 06:24:09,7276
1cc450bf24,2034-10-22 19:10:42,3696
4647d230cc,2034-01-19 20:28:04,3353
74e6e050b9,2034-06-11 17:07:54,6255
fc7ec545e4,2034-08-17 16:19:09,5965
5973d29f69,2033-04-06 01:49:38,20783
8d20721d59,2034-11-29 21:50:18,893
7ebe98c24a,2034-04-02 12:14:52,7520
78639fbae7,2033-12-07 02:11:38,20178
53b3fbeae2,2034-12-24 02:02:52,5965
d0f8b06e47,2034-04-03 05:51:39,6879
dcb958949f,2033-07-19 22:43:27,7842
a711cbe06c,2034-12-03 14:11:53,3456
77f961f9b3,2034-06-15 05:14:03,15996
9cc16f3220,2034-09-07 22:50:44,3214
f591f18a05,2034-03-21 15:44:48,12299
233acf363d,2034-01-23 00:49:59,2771
75b0bc33da,2033-02-07 20:16:31,29318
9ed229d1ef,2033-07-20 05:07:55,14089
42c485d96e,2034-07-02 22:44:03,6968
11a2bc3360,2034-04-03 17:10:03,149999
89e2d29885,2034-01-24 23:15:13,361
36745cc693,2034-01-19 10:58:03,4431
aa4d0eb6ac,2034-07-07 15:24:41,5012
a9f00c4b46,2033-09-02 19:58:43,8006
4ec0b84264,2034-03-30 12:09:14,2014
add04b60b5,2033-10-13 17:32:02,8172
4a9d4b8c98,2034-02-06 00:41:55,4767
61d8549eb9,2034-09-05 21:50:50,17321
06fe79e266,2034-11-28 19:33:10,2451
24b0f775f4,2033-04-18 16:50:38,17553
e62f7fd1d5,2034-11-06 03:29:41,32715
4e4721ea9b,2033-12-31 22:14:11,26671
2e363fb57b,2034-06-16 00:12:39,877
53b3fbeae2,2033-12-18 21:56:09,3182
0f4b6f1ee1,2033-10-22 21:14:06,14960
9dde169005,2034-11-15 19:24:33,1073
36745cc693,2033-07-01 10:36:00,2463
5608f200cf,2033-08-22 03:04:04,844
e9d9eacb17,2033-05-31 21:21:01,11109
0da355acb7,2034-07-20 23:57:24,7088
3de155dbf9,2034-09-24 00:01:46,4871
207cc1c4a7,2034-05-13 18:11:03,5028
c601286440,2034-07-14 20:13:55,4014
f80e505e59,2034-11-26 13:23:30,8876
64f6bdfaf4,2034-11-23 06:00:04,4213
9653fb2aa0,2034-07-16 15:11:07,5540
ef4f593bff,2034-10-24 20:41:02,12758
e2ab7e093b,2033-09-17 19:58:14,2400
37e5fc9e76,2034-05-07 10:07:42,3545
4a3ef02b07,2034-05-22 04:11:59,6783
5608f200cf,2033-10-19 22:56:30,820
272c18d509,2034-12-27 22:26:24,60743
d3b0f9273b,2034-11-07 18:17:58,111520
b8a9e64299,2034-05-25 12:00:52,1094
081cba096f,2034-05-28 17:08:51,54941
a9f00c4b46,2033-04-08 02:20:31,9400
d5bc2a0791,2034-05-09 22:28:01,2871
518706fbbc,2034-08-22 02:33:19,30152
4647d230cc,2034-02-10 21:18:42,6940
c3a4367072,2034-07-11 20:04:48,3009
07c91f9cc7,2034-02-28 08:32:13,5123
2069079503,2034-11-05 22:14:57,41950
e73407a28d,2034-10-13 15:08:48,9307
5134ac7db1,2034-10-02 21:26:16,4737
913696f5ff,2034-11-18 05:18:35,2381
4647d230cc,2033-12-11 22:07:50,31135
47b468a8c4,2034-02-19 22:59:48,6774
898bf13916,2034-12-16 15:57:47,3333
5b591dc35d,2034-10-02 20:31:20,18139
d14e4a288e,2034-11-08 05:34:53,2211
3317a99c8e,2033-10-03 13:48:13,20995
90b2ac2b69,2034-11-25 22:04:58,5926
a223d96e2e,2034-08-06 00:21:31,3730
85be6b21a9,2033-01-14 21:48:21,8203
06fe79e266,2034-11-22 18:50:50,1639
dbd615f993,2034-10-10 17:34:33,4186
d2beb98b1b,2034-09-13 14:24:34,1044
bdebc6831e,2033-07-08 11:12:00,23939
ffb94e1865,2034-11-25 04:45:02,4491
644f4b8914,2033-12-07 20:59:16,7270
387f774123,2033-06-05 18:16:08,13493
2783dae4ea,2033-02-01 01:54:20,6288
63e83de47e,2034-08-11 11:47:46,15936
4a3ef02b07,2034-07-28 04:44:46,21127
751ff271fd,2034-08-28 22:38:53,83735
944d296669,2034-01-31 02:10:27,3614
ee0e287095,2033-12-14 12:43:07,6786
d087d4c321,2034-11-18 02:20:04,5512
4647d230cc,2034-08-20 16:25:49,8040
bb12181469,2033-06-18 17:05:34,11153
eff0a1ef00,2034-08-31 19:26:30,9821
a37a67ab1e,2034-11-06 20:41:02,79072
6da8d943a5,2034-11-12 21:31:01,18964
53b3fbeae2,2034-11-19 22:41:10,1996
d34d266bd5,2033-09-18 19:49:22,3367
e55137a731,2034-11-24 16:52:18,5129
371e19644d,2033-08-02 14:04:40,1520
16acd8f383,2034-11-19 10:24:41,1217
4ba3bb514e,2034-12-28 13:56:54,17928
d3589849b2,2034-04-07 18:02:48,10558
80649e9ceb,2034-08-11 15:57:39,6922
c601286440,2033-10-20 00:16:40,7500
bf82bfb0f4,2034-06-21 21:19:33,7822
dac6b93931,2034-10-25 00:28:35,8878
f22eb6a832,2034-07-29 14:17:30,9103
678980bfd6,2034-02-04 17:49:08,2217
53b3fbeae2,2034-07-02 23:36:20,2352
c9fdb196a8,2034-06-13 14:25:32,5844
24e4b8ea11,2034-11-08 01:02:12,11675
601f8d3eb7,2034-01-26 22:51:33,3504
3cc77ac046,2034-12-16 20:19:15,997
ffb94e1865,2034-12-26 17:04:38,4372
d0f8b06e47,2034-09-04 20:31:07,14605
89e2d29885,2033-05-11 08:40:03,6301
ca11dccdf4,2034-07-12 13:45:11,47405
98a5b35f97,2033-12-01 03:08:09,3781
b8a9e64299,2034-06-07 13:57:11,1207
6ece3bfd80,2034-12-17 03:28:04,4587
af50442599,2034-03-15 13:59:53,98154
8a181b1e03,2034-09-28 17:34:43,10640
9d1b72571f,2033-07-23 04:18:53,19205
3347a28bfa,2034-08-16 03:56:21,8760
49dbe71c0f,2034-03-30 19:12:40,8089
c1d94c0abf,2034-12-08 16:03:33,5511
ea060e8cc2,2034-11-19 19:57:20,7567
4647d230cc,2034-05-22 20:11:57,19473
2064d4cf1b,2034-12-29 07:09:37,554666
9ef93cf9e4,2033-08-26 23:46:44,6583
2e363fb57b,2034-04-06 06:12:57,1476
d5780e0b4d,2033-05-30 03:27:16,6806
b410c611a2,2033-12-03 12:50:26,3876
2eb84a3cf6,2033-11-01 19:38:43,7235
1e59e29ddb,2033-12-21 11:19:54,11950
0dc1aa4ec0,2034-07-24 19:25:58,18373
1f4386f5c0,2034-11-27 21:25:01,14424
3008a4de59,2034-10-04 17:22:31,4273
33be12a6b4,2033-03-24 21:09:53,8673
bf24315466,2034-04-14 01:54:43,7369
ee4c115384,2033-02-23 17:34:05,15317
0221b4736b,2033-12-27 13:44:12,2320
642ddfac5f,2034-05-08 00:59:20,3556
7783a876c4,2034-02-02 21:48:52,44757
2c328165ea,2034-03-10 23:11:54,474
b8ed17045f,2034-07-24 21:37:26,5001
53b3fbeae2,2034-11-14 00:03:38,9816
fd3eb80171,2033-11-25 20:21:31,5640
ccde89ff95,2034-11-27 16:45:44,15886
b7dc8b688b,2034-05-14 22:00:30,11118
12da300c5c,2033-08-10 23:12:53,5233
61cf7525ba,2034-08-31 01:06:10,8188
2017052482,2034-02-24 23:33:23,15525
debf351d95,2034-06-13 20:33:01,10297
bc66ddca2c,2034-12-12 16:54:15,4948
fdc6d1d3e2,2033-02-18 19:20:07,1642
f11205719b,2034-03-11 03:38:08,3515
ff86f631bd,2034-08-19 16:35:38,5151
85be6b21a9,2034-05-29 17:25:10,8203
3889007434,2033-12-22 20:54:02,74191
62ceabdaaa,2034-06-10 01:59:54,5095
285caeb939,2034-09-29 16:45:10,2997
081cba096f,2034-12-10 16:51:21,18012
109b3af2f2,2033-08-05 12:26:00,7392
042cf1e451,2034-01-09 15:04:16,6337
9841a7cf2c,2033-11-16 14:32:42,11011
8823bf70d8,2033-02-23 02:44:44,8966
951cb083ab,2034-08-22 13:56:25,5275
644f4b8914,2034-09-21 00:35:52,8655
6fb115c88f,2034-12-29 19:19:59,12809
005e8bb6fb,2033-06-10 17:52:25,4898
944d296669,2034-10-02 01:41:16,11702
b583972b34,2034-09-09 16:37:22,4483
a5fe7dc0bb,2034-04-19 01:58:11,3537
65f0553dfb,2034-09-05 15:42:01,801
592f83609e,2033-11-30 20:16:16,2456
51fa990c7b,2034-11-27 17:19:38,629
3d1e915e6d,2034-11-01 15:46:27,12826
207cc1c4a7,2033-11-17 18:57:41,5012
913696f5ff,2034-09-20 03:50:17,1394
4647d230cc,2033-11-18 00:03:22,8260
959c13dd45,2034-11-16 21:55:35,10415
cca5271a93,2034-10-29 22:08:42,4299
44ee3ec72c,2034-10-21 05:59:48,49783
8dc893794a,2034-09-12 22:56:38,14331
1ddaea9838,2034-08-18 16:11:07,1805
793668c448,2034-05-08 09:52:14,25973
22fc61c69b,2034-12-27 15:43:43,3267
5a90fc9d7b,2034-12-21 13:18:29,4821
a44ab6859d,2033-12-09 21:55:22,2960
fb59d5166e,2033-07-31 22:40:55,17666
bdebc6831e,2033-07-07 16:31:23,109537
1ddaea9838,2034-03-08 04:19:52,984
6c80fc10e0,2034-07-24 14:04:08,4030
0d2b8355b8,2034-10-18 20:31:46,5424
d6fe440e06,2034-06-16 02:40:32,2893
d237733f41,2034-03-14 21:40:26,4086
e73fb0b2c4,2034-06-24 11:29:42,50001
4ec0b84264,2033-11-21 21:13:12,9961
4770051790,2034-07-15 23:19:35,119708
f9067a0cef,2034-10-16 05:18:10,3953
705e98737c,2033-11-11 23:50:18,17086
ff86f631bd,2034-07-24 02:38:10,2965
7e2777daef,2034-12-08 04:52:23,26996
4f65280858,2033-10-16 20:48:38,9070
95568c8b76,2033-11-29 23:22:55,18673
57fd9eebf3,2034-09-11 18:32:07,5155
5608f200cf,2034-06-22 09:30:56,820
00c1ce3556,2033-05-09 00:13:00,6178
a653824726,2034-05-16 18:13:50,6099
062de5273b,2034-09-21 19:53:41,7445
4ec0b84264,2034-01-31 18:02:13,7004
06fe79e266,2034-10-20 17:19:41,1861
ce1ac1c8ce,2034-11-16 05:51:11,12572
f0fba085c3,2033-11-16 19:58:27,27258
0b0ea71d37,2034-08-07 05:57:16,577
ac4f45133d,2034-07-15 00:14:22,21360
64fa9b16be,2034-05-11 20:01:55,7384
8dce239d00,2034-11-20 15:52:12,5766
d7e0722f11,2034-07-14 00:49:11,3799
539847dd6a,2033-11-26 16:12:40,7779
c4bfa1fc6b,2034-10-25 15:27:17,4435
f33af3b47f,2033-11-09 01:35:04,13852
1ddaea9838,2034-05-08 20:00:37,1678
99550c707d,2034-10-31 08:26:18,265169
914a6b5357,2034-04-19 03:32:44,3667
e42c128c4e,2033-04-20 15:02:25,3910
5c8ccd1d30,2034-04-29 23:32:52,1969
644f4b8914,2033-03-02 19:35:29,7430
7ebe98c24a,2034-07-28 21:56:08,4906
6032e301e1,2033-12-19 14:20:28,2122
d2f35619e8,2033-10-18 17:25:57,9284
e0aacb6bc3,2034-06-20 16:34:11,4445
209a811e7c,2034-03-25 16:18:31,7160
f11205719b,2034-02-07 01:49:27,2925
6ec7b50636,2034-08-01 00:17:32,4382
51fa990c7b,2034-11-20 12:40:13,2454
78639fbae7,2033-12-30 15:52:37,13796
a1cc24024b,2034-08-29 03:33:24,2492
a0c43184a0,2034-09-09 22:19:08,12864
e46c51f94e,2034-10-10 18:03:38,26237
31cb4b7889,2034-09-07 02:20:02,2876
08e3774a3d,2034-03-12 13:23:48,10015
d087d4c321,2034-12-04 05:47:14,5569
2737246988,2034-07-10 18:15:03,15321
a11809a647,2034-12-23 17:26:20,15971
6b2aa03104,2033-07-15 00:17:22,554
233acf363d,2034-02-26 04:32:56,5224
103d1a7af6,2034-02-26 03:00:48,8291
353391396b,2034-12-16 21:38:05,5086
53cbaaddf1,2033-11-25 09:36:41,14496
64fa9b16be,2033-08-11 16:41:36,7695
644f4b8914,2033-07-15 01:09:06,29730
013a169f1e,2034-06-14 12:55:14,2952
3de2d329b1,2034-07-13 16:05:13,12728
793344d149,2034-09-12 00:20:36,9743
c1da8b0ac4,2034-05-25 14:49:58,15763
73354d2bbb,2034-10-27 20:26:29,4425
bf82bfb0f4,2034-08-14 23:54:41,8777
5c72127330,2034-09-21 17:35:00,7061
a03a7df510,2034-12-06 21:59:06,1754
16445475fa,2034-11-21 08:36:53,9365
64cb9bc3db,2034-01-02 21:14:52,2105
d869c07b60,2034-07-06 02:37:37,11096
9ff8b6fd9b,2034-07-31 23:32:06,4732
e9d9eacb17,2034-11-29 20:12:53,6534
1ad2dd20c2,2033-08-03 18:20:20,4648
6780e36062,2033-05-24 21:20:23,28280
94d1ce0a74,2034-07-16 18:49:00,18005
70ddbfa588,2034-08-16 23:10:19,10268
6ac49784a8,2034-06-13 11:37:59,11279
ff86f631bd,2034-05-17 13:56:45,2172
53b3fbeae2,2033-12-02 19:59:12,1354
793668c448,2034-01-19 01:28:54,14571
057bb1337e,2034-12-28 04:39:45,183589
207cc1c4a7,2033-12-22 01:21:27,22624
bc66ddca2c,2034-05-01 05:21:54,4623
5fbc3265dd,2034-02-12 05:43:07,2732
987b8c2bee,2034-06-30 16:12:06,2177
70527f1994,2033-12-23 18:59:34,12762
0c87f808d0,2034-07-29 09:50:17,8178
3cc77ac046,2034-09-30 18:57:02,2361
1cc450bf24,2034-11-09 18:55:23,4172
fa634928a7,2034-09-22 22:54:33,3570
4ec0b84264,2034-04-03 22:07:21,4859
42d334dff4,2034-08-19 17:43:04,11943
5c72127330,2034-06-11 17:04:30,6984
b8a9e64299,2034-05-31 13:54:05,1462
00575c7901,2034-11-27 20:43:14,2985
62937187ce,2034-11-12 14:23:20,2908
43519a9d21,2034-10-27 10:51:16,7059
0a309e574d,2034-05-26 13:34:51,5815
ab3249c808,2034-08-09 20:19:03,7645
57fd9eebf3,2034-07-25 17:05:41,34576
3008a4de59,2034-08-24 21:37:33,9240
2e363fb57b,2034-04-02 22:04:27,846
9d1b72571f,2034-11-28 08:02:24,10603
16acd8f383,2034-09-04 00:51:12,2124
ef3de7b28c,2034-12-27 01:36:59,7638
0b3b179a82,2034-09-24 17:10:41,7002
3a4a920aa8,2034-09-14 20:13:19,19893
c51d263e9d,2034-12-15 17:01:28,412600
31cb4b7889,2034-07-13 01:07:44,3407
c2c5878233,2033-09-02 04:50:57,4666
74da462e37,2034-12-17 02:53:06,3192
2d5c822138,2034-06-23 13:29:58,12237
c6fa4f250d,2034-04-08 14:34:58,2425
53b3fbeae2,2034-05-20 16:18:44,4922
33f36f4685,2033-08-02 04:27:55,1810
65f0553dfb,2034-07-06 17:44:27,782
9ff8b6fd9b,2034-09-28 05:54:40,2451
7c52ca226f,2033-05-01 17:39:36,2063
22fc61c69b,2034-09-29 23:41:21,5769
4db76c3f9f,2033-12-20 03:39:39,8603
51dcd37944,2034-07-13 18:49:24,4641
c96c9916df,2034-03-29 16:21:27,8428
207cc1c4a7,2033-11-04 17:55:22,4763
7e5d56439b,2034-12-08 03:56:56,13058
6d4b3b04af,2034-05-16 01:28:58,6900
4b7cd8c5ff,2034-12-22 12:29:47,12175
2f0427cb55,2033-07-17 20:07:24,3385
4a73fcfa4e,2034-06-19 21:44:07,4567
5608f200cf,2034-01-20 16:46:16,845
f11b4c8100,2034-07-26 23:41:15,4479
f033a70cc9,2033-07-05 10:05:58,102830
5608f200cf,2033-05-25 19:52:07,820
f8c3d6695d,2034-10-27 23:58:35,27198
7b6a35ce69,2033-11-13 18:56:28,2092
39748f9678,2034-01-20 02:17:35,11704
85be6b21a9,2034-05-08 21:58:32,4266
654930c922,2033-01-12 02:33:28,4773
9f8c7e1338,2034-08-30 00:53:05,13683
37c3ab6b20,2034-06-13 01:37:00,36425
9341f7eea7,2033-12-16 18:19:18,5811
bdebc6831e,2033-06-11 04:10:11,41534
e0aacb6bc3,2034-08-01 17:30:32,1478
3008a4de59,2034-10-14 16:16:02,505
c9fdb196a8,2034-08-31 15:12:16,6065
78639fbae7,2033-03-16 03:00:40,11439
2577b37ba1,2034-05-29 22:04:47,4467
af6c248f9c,2033-01-30 20:06:58,3693
ff86f631bd,2034-09-29 19:10:51,2998
720f4ec706,2034-12-06 23:55:12,7767
36745cc693,2033-04-18 17:54:57,957
02c9bf7fcd,2033-11-13 01:14:08,7162
a183094dc6,2034-10-06 23:54:05,2179
554a9ad55b,2033-11-30 03:28:37,5329
ee0e287095,2034-01-22 16:56:58,5909
5608f200cf,2033-07-25 11:34:17,820
c4420fb75a,2034-08-28 00:05:38,6360
844592923b,2034-08-08 00:50:40,4662
2908b09fa6,2034-12-15 19:02:49,5279
bcbfecfd97,2034-11-30 16:28:05,11494
c7ba9d4168,2034-12-18 00:51:52,2098
d161bd694d,2034-03-20 18:22:44,2041
0f5db3e6b1,2034-10-15 22:30:33,25336
dcce344e76,2034-02-15 20:28:47,3509
720f4ec706,2034-11-24 03:26:38,3108
ee0e287095,2034-11-23 15:37:31,3896
a8ff2d667e,2034-05-16 00:01:25,7432
6032e301e1,2034-06-17 05:14:20,2184
766c90b402,2034-11-14 04:40:30,1195
ee0e287095,2033-10-16 14:31:00,6474
66c04a8911,2034-10-07 02:04:13,15137
d13a606c6b,2033-12-14 01:08:25,7735
7549a5cdd8,2033-12-28 09:00:14,18802
7d7cf40fc1,2034-11-22 03:22:23,2943
6ac49784a8,2033-06-10 14:55:54,1617
12ba28031b,2033-09-24 23:36:15,4071
